id,cinema_id,cinema_name_vi,cinema_name_en,cinema_address,film_id,film_name_vi,film_name_en,film_trailer_url,film_poster_url,film_banner_url,film_country,film_category,director,actors,film_duration,film_language,film_description_vi,film_description_en,film_publish_date,film_pg_rating,film_age,location_id,session_id,session_type,session_dimension,session_time,session_version,session_version_type,vendor_id,vendor_name,vendor_name_en,vendor_cinema_id,vendor_film_id,vendor_film_name_vi,vendor_film_name_en,vendor_session_id,vendor_room_id,vendor_room_name_vi,vendor_room_name_en,created_date,modified_date,modified_by,language,created_by,created_by_hash
88,6,Beta GP,Beta GP,384 GP,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-10-27 17:33:29.000000,C18,18,2,20,nowShowing,Film2D,2025-12-17 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C006,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00020,R01,Phòng 1,Room 1,2025-11-20 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
89,3,Lotte Landmark,Lotte Landmark,772 ĐBP,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-10-21 17:33:29.000000,C18,18,5,44,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C003,VND-F003,Mufasa,Mufasa,VND-S00044,R01,Phòng 1,Room 1,2025-12-05 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
90,3,Lotte Landmark,Lotte Landmark,772 ĐBP,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-12-04 17:33:29.000000,C18,18,3,50,nowShowing,Film2D,2025-12-05 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C003,VND-F003,Mufasa,Mufasa,VND-S00050,R01,Phòng 1,Room 1,2025-11-28 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
91,3,Lotte Landmark,Lotte Landmark,772 ĐBP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-10-23 17:33:29.000000,C18,18,3,40,nowShowing,Film2D,2025-12-17 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C003,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00040,R01,Phòng 1,Room 1,2025-11-28 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
92,8,Cinestar QT,Cinestar QT,271 NT,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-11-21 17:33:29.000000,C18,18,5,36,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C008,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00036,R01,Phòng 1,Room 1,2025-11-28 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
93,7,CGV Crescent,CGV Crescent,101 TDT,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-12-03 17:33:29.000000,C18,18,1,48,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C007,VND-F003,Mufasa,Mufasa,VND-S00048,R01,Phòng 1,Room 1,2025-12-11 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
94,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-24 17:33:29.000000,C18,18,3,42,nowShowing,Film2D,2025-12-09 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C001,VND-F004,Kraven,Kraven,VND-S00042,R01,Phòng 1,Room 1,2025-11-20 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
95,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-10-20 17:33:29.000000,C18,18,4,48,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C002,VND-F003,Mufasa,Mufasa,VND-S00048,R01,Phòng 1,Room 1,2025-11-27 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
96,3,Lotte Landmark,Lotte Landmark,772 ĐBP,5,Linh Miêu,Linh Mieu,https://yt.com/5,https://img/5.jpg,https://img/b5.jpg,Mỹ,Hành động,Director,Actors,120,VI,Linh Miêu,Linh Mieu,2025-10-27 17:33:29.000000,C18,18,5,33,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C003,VND-F005,Linh Miêu,Linh Mieu,VND-S00033,R01,Phòng 1,Room 1,2025-11-15 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
97,6,Beta GP,Beta GP,384 GP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-26 17:33:29.000000,C18,18,1,14,nowShowing,Film2D,2025-12-06 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C006,VND-F004,Kraven,Kraven,VND-S00014,R01,Phòng 1,Room 1,2025-11-19 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
98,8,Cinestar QT,Cinestar QT,271 NT,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-11-08 17:33:29.000000,C18,18,5,9,nowShowing,Film2D,2025-12-11 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C008,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00009,R01,Phòng 1,Room 1,2025-12-07 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
99,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-11-13 17:33:29.000000,C18,18,5,9,nowShowing,Film2D,2025-12-14 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C002,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00009,R01,Phòng 1,Room 1,2025-11-15 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
100,8,Cinestar QT,Cinestar QT,271 NT,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-10-23 17:33:29.000000,C18,18,1,38,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C008,VND-F004,Kraven,Kraven,VND-S00038,R01,Phòng 1,Room 1,2025-12-01 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
