id,name,order_id,vendor_seat_id,vendor_seat_type,vendor_seat_name,vendor_additional_data,vendor_seat_price,vendor_discount_price,vendor_sub_fee,vendor_charge_amount,vendor_reconciliation_price,vendor_fee,vnpay_seat_type,vnpay_seat_price,vnpay_final_price,vnpay_profit,vnpay_fee,campaign_id,sub_campaign_id,campaign_code,campaign_type,campaign_vendor_discount,campaign_vnpay_discount,promotion_vendor_amount,promotion_vnpay_amount,created_date,modified_date,modified_by,created_by,created_by_hash
209,H5,94,SEAT000209,NORMAL,H5,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-29 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
210,D5,95,SEAT000210,VIP,D5,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-10 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
211,J6,95,SEAT000211,COUPLE,J6,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-14 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
212,I7,95,SEAT000212,COUPLE,I7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-19 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
213,F5,95,SEAT000213,COUPLE,F5,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
214,G7,96,SEAT000214,NORMAL,G7,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
215,E14,96,SEAT000215,COUPLE,E14,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
216,C15,96,SEAT000216,VIP,C15,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
217,I12,97,SEAT000217,COUPLE,I12,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-18 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
218,H14,97,SEAT000218,COUPLE,H14,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
219,H3,97,SEAT000219,VIP,H3,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-21 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
220,A10,97,SEAT000220,NORMAL,A10,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
221,D1,98,SEAT000221,VIP,D1,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-02 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
222,D4,98,SEAT000222,VIP,D4,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-27 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
223,D6,98,SEAT000223,VIP,D6,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
224,D7,98,SEAT000224,COUPLE,D7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
225,B13,99,SEAT000225,COUPLE,B13,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-13 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
226,J15,100,SEAT000226,NORMAL,J15,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
